method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → HealthCareAccessAndQuality,you will have to do that at your PCP or local pharmacy,PartnershipPatient → activeParticipation/involvement,"If you could, please let me know when this is sent over to the pharmacy",0.6628
sbert,InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,you will have to do that at your PCP or local pharmacy,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",0.6595
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → HealthCareAccessAndQuality,you will have to do that at your PCP or local pharmacy,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,0.6437
sbert,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipProvider → maintainCommunication,InfoGiveSDOH → HealthCareAccessAndQuality,you will have to do that at your PCP or local pharmacy,PartnershipProvider → maintainCommunication,The pharmacy will contact you when  its ready to pick up,0.6112
sbert,Socioemotional/Empathy → ExpressConcern/unease || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",Socioemotional/Empathy → ExpressConcern/unease,Do you think the hospital is safe for me now?,0.7385
sbert,InfoGive → Instruction || Socioemotional/Empathy → Reassurance,InfoGive → Instruction,"Use covid precautions, mask , wash your hands, social distance",Socioemotional/Empathy → Reassurance,Especially if you are concerned about COVID,0.6737
sbert,InfoGive → Instruction || PartnershipPatient → activeParticipation/involvement,InfoGive → Instruction,"Use covid precautions, mask , wash your hands, social distance",PartnershipPatient → activeParticipation/involvement,I plan to bring several Covid tests,0.6159
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → connection,Have a nice weekend,0.8908
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → connection,Have a nice weekend,0.8908
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → connection,Enjoy your weekend,0.8191
sbert,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → signoff,Have a good day.,0.6292
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → connection,have a good day,0.6033
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipProvider → signoff,Thank you!,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,Thank you,0.8314
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,0.6888
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,agree that the CA27.29 has been a very good marker for you,1.0
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,0.6888
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,0.6888
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,The 27/29 has been a good indicator for me in the past,0.6301
sbert,InfoGive → Diagnostics || SharedDecisionProvider → SummarizeConfirmUnderstanding,InfoGive → Diagnostics,We do not have  a comparison for the CEA,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",0.8849
sbert,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
sbert,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Take care,PartnershipPatient → signoff,Take care,1.0
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,The 27/29 has been a good indicator for me in the past,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,0.6301
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,0.6888
sbert,InfoGive → Diagnostics || SharedDecisionProvider → SummarizeConfirmUnderstanding,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",InfoGive → Diagnostics,We do not have  a comparison for the CEA,0.8849
sbert,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
sbert,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Take care,PartnershipPatient → signoff,Take care,1.0
sbert,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,InfoGive → Generalinformation,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,1.0
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,Still seeing lots of WBC in  urine,0.6556
sbert,InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,0.6035
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,"A CBC Panel ordered by DR Person1 of Person2 indicated WBC, RBC, hemoglobin and hematocrit  to be low outside of normal",0.6003
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,Thanks,1.0
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,Still seeing lots of WBC in  urine,0.6556
sbert,InfoSeek → Diagnostics || InfoSeek → Generalinformation,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoSeek → Generalinformation,was checking on the whooping cough for me to see if it was OK to have it with my WBC,0.6035
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,"A CBC Panel ordered by DR Person1 of Person2 indicated WBC, RBC, hemoglobin and hematocrit  to be low outside of normal",0.6003
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
sbert,InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoGive → SchedulingAppt,I believe it should be 9am,InfoSeek → SchedulingAppt,What time is this scheduled  for on the MM/DD/YYYY of this month,0.6106
